city,state,engineers,"other management occupations, except farmers and farm managers","other sales and related occupations, including supervisors","information and record clerks, except customer service representatives","material recording, scheduling, dispatching, and distributing workers","other office and administrative support workers, including supervisors","preschool, kindergarten, elementary, and middle school teachers","supervisors, construction and extraction workers",construction laborers,computer specialists,"counselors, social workers, and other community and social service specialists",cashiers,"other production occupations, including supervisors",assemblers and fabricators,building and grounds cleaning and maintenance occupations,"law enforcement workers, including supervisors","laborers and material movers, hand",driver/sales workers and truck drivers,"electrical equipment mechanics and other installation, maintenance, and repair workers, including supervisors",registered nurses,"nursing, psychiatric, and home health aides",cooks and food preparation workers,carpenters,"retail sales workers, except cashiers",customer service representatives,health technologists and technicians,"sales representatives, services, wholesale and manufacturing",top executives,secretaries and administrative assistants,waiters and waitresses,"vehicle and mobile equipment mechanics, installers, and repairers","other food preparation and serving workers, including supervisors","bookkeeping, accounting, and auditing clerks",farmers and farm managers,"agricultural workers, including supervisors",child care workers,"other teachers, instructors, education, training, and library occupations",postsecondary teachers,"other material moving workers, except laborers",metal workers and plastic workers,"operations specialties managers, except financial managers","entertainers and performers, sports, and related workers",media and communications workers,other healthcare support occupations,extraction workers,"construction traders workers except carpenters, electricians, painters, plumbers, and construction laborers",personal appearance workers,"financial clerks, except bookkeeping, accounting and auditing clerks",lawyers,physicians and surgeons,painters and paperhangers,accountants and auditors,"teachers, secondary school",rail and water transportation workers,"advertising, marketing, promotions, public relations, and sales managers",life and physical scientists,food processing workers,"supervisors and other personal care and service workers, except child care workers","other protective service workers, including supervisors","textile, apparel, and furnishings workers",social scientists and related workers,other transportation occupations,therapists,other financial specialists,"life, physical, and social science technicians",mathematical science occupations,woodworkers,art and design workers,"pipelayers, plumbers, pipefitters, and steamfitters",bus drivers,"transportation, tourism, and lodging attendants","food and beverage serving workers, except waiters and waitresses","fishing, hunting, and forestry occupations",religious workers,"motor vehicle operators, except bus and truck drivers",printing workers,"drafters, engineering, and mapping technicians",other health diagnosing and treating practitioners and technical occupations,electricians,"supervisors, transportation, and material moving workers","judges, magistrates, and other judicial workers",legal support workers,other construction workers and helpers,financial managers,occupational and physical therapist assistants and aides,plant and system operators,communications equipment operators,"teachers, special education"
Lufkin,Texas,,5.0,5.0,3.4,,,8.6,,,,,4.5,8.2,,4.5,,4.2,,4.0,,5.7,3.7,,,,,,,6.6,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck,South-Carolina,,,4.9,,5.2,11.1,,,,,,,5.6,4.5,4.7,,5.1,6.5,13.6,,,,,,4.5,,,,4.7,,,,,,,,,,,7.9,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altus,Oklahoma,,3.4,4.7,,,4.9,5.3,,,,,4.5,3.3,,6.8,,3.7,4.8,6.2,,5.2,4.1,,,,,,,8.1,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,Pennsylvania,,4.7,,,,3.4,,,,3.1,4.0,3.9,,,4.7,,4.6,3.4,2.5,3.7,8.3,2.6,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,Washington,4.5,7.1,,,,,,,,5.2,2.5,,,,2.3,,,,,3.3,,2.4,,,,,,,,,,,,,,,2.4,,,,,,2.7,,,,,,,,,,,,2.2,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,
San-Angelo,Texas,,3.7,,,,,,,,,,,,,4.7,,5.1,5.1,3.1,4.6,6.9,3.0,,3.4,,5.7,,,3.2,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee,Wisconsin,,4.6,,3.4,,3.3,,,,,,,4.0,3.6,5.5,,6.9,4.0,,3.4,9.9,2.7,,,4.5,,,,,,,,,,,,3.2,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacogdoches,Texas,,4.1,4.5,,,6.4,7.1,,,,,5.5,4.4,,6.7,,3.8,,,,4.2,,,4.7,,,,,4.8,4.7,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill-Valley,California,,7.7,5.4,,,4.2,,,,3.9,,,,,,,,,,4.3,,,,,,,4.5,7.6,4.3,,,,,,,,,,,,,,,,,,,,7.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allentown,New-Jersey,4.4,3.6,5.2,3.2,3.9,8.1,6.9,,,5.5,,,,,,,,3.9,,,,,,,,,4.1,5.0,5.4,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron,Missouri,,4.3,3.5,,,5.6,,,,,3.7,,,,,6.1,,5.8,5.2,5.1,,3.8,,,3.7,,,3.9,4.4,4.3,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton,Georgia,,3.6,3.8,,,3.8,5.9,,,,,,8.6,,4.0,,4.8,7.1,,3.8,,,,,,4.9,,,10.6,,,,,,,,,,,3.6,,,,4.5,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward,Oklahoma,,3.5,4.6,,,7.6,,,,,3.8,5.5,,,4.0,,,8.5,4.0,,,,,4.2,,,,,5.9,,,,,,,4.1,,,,3.7,,,,,4.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbondale,Colorado,,4.8,5.9,,,5.2,5.9,6.4,5.7,,,,,,11.6,,,,,,,,9.2,,,,,,7.5,4.0,,,6.1,,,,,,,,,,,,,4.3,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus,Nebraska,3.4,4.2,4.8,,,4.1,5.3,,,,,3.8,7.7,5.4,,,,,4.4,,,,,,,,,,6.1,,,,,,,4.1,,,,10.4,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami-Beach,Florida,,6.0,5.1,3.7,,5.2,,,,,,,,,6.8,,,,,,,,,5.2,,,3.8,3.7,4.9,3.7,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-George,Utah,,5.7,5.1,5.8,,4.8,,,,,,4.7,3.9,,5.0,,,6.1,,,,,,5.4,,,,,7.6,4.6,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scranton,Pennsylvania,,4.1,,,3.1,3.6,,,,,,4.3,,,6.9,,4.0,5.7,3.3,4.3,7.1,,,,,,,,,,,,,,,,4.3,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spearfish,South-Dakota,,3.8,3.9,,,,5.9,,,,3.8,,,,,,,5.2,5.3,,,6.3,,,,,,,6.0,7.7,3.1,,,,,3.7,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon-Falls,Connecticut,,,5.4,,,6.3,4.6,,,8.6,,3.6,10.9,,,3.4,,5.2,5.1,6.4,,,,,3.7,,3.1,,5.6,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland,Indiana,,5.7,4.4,4.1,,7.0,5.3,,,,,,5.2,,4.0,,,5.2,5.6,4.7,,,,4.3,,,4.3,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Maine,,,5.4,4.2,,5.2,8.0,,,,,,3.3,,3.6,,4.0,5.1,4.0,4.2,,,,4.4,,,,,,,4.3,,4.5,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marfa,Texas,,,5.5,,4.2,8.8,3.6,,3.4,,,6.3,,,5.8,8.8,,,8.8,,4.0,,,,,4.0,,,6.3,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchorage,Alaska,2.7,5.6,,2.7,,,,,,,3.7,3.5,,,5.1,,5.3,3.1,3.0,4.0,3.2,,,2.5,,,,,3.3,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentonville,Arkansas,,6.0,5.0,5.2,4.1,8.5,4.8,,,7.4,,,4.6,,,,3.9,,,,,,,3.9,,,,,3.8,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levittown,New-York,,3.9,,,,5.2,,,,5.3,,4.0,,,2.8,5.6,,,2.7,3.5,,,,,,,,,5.2,,,,,,,,5.0,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,2.6,,,,,,,,,,,,,
Blacksburg,Virginia,3.7,3.7,,5.1,,7.1,,,,6.8,,,,,,,,,,,,5.0,,3.7,,,,,3.9,5.7,,,,,,,3.7,10.2,,,,,,,,,,,,,,,,,,3.2,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynchburg,Virginia,3.4,6.6,,3.2,,,,,,4.0,4.3,3.4,,,4.1,,4.8,,3.6,,5.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester,Connecticut,4.9,3.8,4.6,3.7,4.2,7.0,3.6,,,5.7,,3.2,3.6,,,,,4.1,,,,,,,3.3,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruitland-Park,Florida,,6.8,4.6,,,7.3,5.7,,,,,,,,8.4,4.4,7.9,4.1,7.4,4.8,,,,,,4.5,,,6.8,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paterson,New-Jersey,,,,3.8,6.0,7.5,,,,,,4.1,8.4,,4.0,,4.4,6.5,4.6,,8.0,,,,,,,,5.1,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque,New-Mexico,4.1,5.5,,3.2,,,,,,3.6,,,,,3.9,,3.2,3.7,,4.5,4.6,,,3.4,2.5,4.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beach-Park,Illinois,,5.8,4.3,4.2,,11.0,3.6,,,,,,4.2,,6.2,,2.9,5.2,4.8,5.4,,,4.2,,,,,,7.4,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,
Janesville,Wisconsin,,3.6,3.4,,3.7,5.6,4.9,,,,,3.4,3.6,6.4,,,,4.9,4.4,,,,,4.1,,,,,4.2,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,Tennessee,,3.5,4.1,,3.7,5.1,5.4,,,,,4.6,5.9,4.3,5.1,,,4.5,,3.9,,,,3.3,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandview,Missouri,,4.3,3.8,,4.9,9.4,3.2,,,,,3.2,4.7,,4.1,,5.4,,4.3,,,,,,3.2,,,,5.6,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melbourne,Arkansas,,,4.5,,,4.9,,,,,,,5.2,5.1,,,5.1,6.5,4.5,,6.5,4.5,,4.0,,4.9,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valdosta,Georgia,,4.7,3.9,4.3,,5.0,5.9,,,,,5.5,4.8,,3.3,,4.0,5.4,3.7,,,,,4.5,,,,,5.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow,Utah,,,,,15.6,,,,,,,,,,,,,8.6,6.9,,12.5,,,5.2,,,,6.3,9.4,,,,,15.5,5.2,,,,,,,,,,,,6.3,21.9,,,,,5.2,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,
Merced,California,,3.1,4.0,4.7,,6.0,5.9,,,,,,5.0,,6.6,,4.4,4.3,4.6,,,,,3.7,4.5,,,,4.6,,,,,,6.3,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billings,Montana,,4.0,,,,,,,,4.1,3.8,3.9,,,4.6,,4.5,4.7,,4.6,3.6,3.9,,5.0,,3.6,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort-Myers,Florida,,,5.0,,,6.3,5.1,,3.7,,,5.1,,,6.5,,,4.3,,,4.8,3.6,,4.9,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville,Mississippi,,4.2,5.1,,,5.4,8.0,,,,,5.5,4.0,,3.1,,3.1,5.5,5.0,,,4.1,,,,,,,4.9,,,,,,,,,,3.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilo,Hawaii,,4.5,3.7,4.2,3.2,7.6,6.5,,,,,4.0,,,5.1,,,3.4,3.3,,,,,3.8,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millinocket,Maine,3.1,3.1,4.5,,,4.4,5.4,,,,,,20.9,,7.5,,,3.9,9.1,6.2,,4.4,,,,6.6,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,Oregon,3.3,6.3,,,,,,,,2.7,2.8,,,,2.6,,3.0,,,4.2,3.2,2.4,,,,,,2.4,2.7,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellmawr,New-Jersey,,3.9,4.2,3.4,6.4,8.3,3.8,,,,,4.9,4.2,,,,4.5,6.0,6.5,,,,3.7,4.5,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubbock,Texas,,5.0,,3.9,,4.2,,,,,,,,,4.3,,4.1,4.7,3.8,3.9,4.0,4.1,,2.9,,4.0,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte,North-Carolina,,4.9,,,,2.8,,,,3.4,,3.2,,,3.0,,4.7,4.2,,,,,,3.0,3.6,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Dalton,Georgia,,3.6,3.5,,,4.7,3.7,,,,,,7.6,,,,4.5,3.5,,,,,,3.8,,,,4.1,3.6,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dothan,Alabama,,5.6,,3.6,,,,,3.1,,,,,,4.2,,3.7,7.2,,5.0,4.5,,,4.7,,5.2,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermillion,South-Dakota,,4.2,4.8,5.1,,6.8,,,,,,4.4,,,4.2,,,,4.3,,,4.5,,3.0,4.4,,,,6.1,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millbrook,Alabama,,,6.3,,,8.0,6.1,,,,,3.9,4.9,,3.3,,,5.0,7.6,4.6,,,,,,4.1,,,7.3,,4.0,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester,Massachusetts,,4.4,,,,3.6,,,,3.9,3.1,2.4,,,3.4,2.8,3.3,3.8,,,12.5,4.5,,3.0,,3.7,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery,Alabama,,5.2,,,,3.9,,,,5.3,3.6,5.2,,4.2,5.9,3.5,5.3,4.1,,3.3,,,,,,,,,3.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Haven,Connecticut,,,3.9,4.5,5.4,7.3,3.6,,,,,4.8,3.9,,,,,4.8,5.1,3.6,4.6,,,3.3,,,,,5.7,,3.6,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn,Ohio,,,,6.8,5.6,8.0,,,,,,3.6,6.1,,3.3,,4.7,,5.3,3.9,,,,,4.4,,,,5.9,,,3.1,4.5,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhart,Texas,,,5.2,,,6.5,5.2,,,,,,,,4.9,4.4,,6.1,,,,5.2,,,,,,,10.9,,5.3,,,12.1,8.3,4.0,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Maryland,,4.9,,,4.9,9.1,4.0,,,5.7,,,,,,4.0,,4.5,7.1,3.7,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockford,Illinois,,3.4,,3.3,,,,,,,,,4.2,3.7,3.2,,7.1,5.2,,5.6,7.7,,,,,3.7,,,3.3,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterloo,Iowa,,3.8,,,,,,,,,,5.1,3.5,,5.9,,10.4,4.6,,3.4,4.6,3.4,,,,4.0,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinsville,Kentucky,,4.1,3.6,4.1,,5.6,,,,,,4.4,4.8,,4.5,,4.0,4.0,4.6,,4.0,,,3.9,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,Florida,,5.6,,4.4,,,,,,5.2,,4.0,,,,,,3.3,,3.8,5.7,7.2,,3.3,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,
Lake-Wales,Florida,,,3.2,,4.1,4.2,8.0,,,,,5.5,7.1,,4.5,,,4.6,4.8,4.3,,,,3.9,,,,,5.7,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-Castle,Delaware,,4.9,,3.8,4.4,5.6,5.4,,,3.1,,,8.9,,2.7,,,,4.5,,,,,,5.1,3.2,,,11.5,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville,South-Carolina,,5.3,,4.3,,,,,,3.7,,3.1,2.9,3.1,4.4,,,,,5.2,3.8,,,4.0,,,,3.8,,,,,,19.1,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,Virginia,,5.5,,,,3.0,,,,4.6,2.7,,,,4.0,,6.3,2.8,,,5.0,2.9,3.4,,4.8,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missoula,Montana,,6.9,,,,,,,,3.6,4.4,,,,3.3,,4.7,,,4.0,,4.1,,3.9,,,,,,5.1,,,,,,,,3.4,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Colorado,2.8,7.2,,,,,,,,6.2,2.8,,,,3.1,,3.0,,,3.8,,,,2.5,2.4,,2.5,3.2,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altoona,Pennsylvania,,,4.1,,4.0,6.1,4.3,,,,,4.2,4.3,,4.9,,4.7,6.4,5.3,,4.4,,,5.0,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford,Delaware,,5.4,,,3.3,4.5,7.0,,3.3,,,5.4,7.0,,,,,5.4,7.4,4.8,,,,3.7,,,4.1,,,,3.1,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen-City,Texas,,5.9,4.3,,,,5.3,,,,,10.2,11.7,,3.5,,,8.5,5.5,5.0,5.9,,,,,,,,4.3,,5.2,,,,,,,,,4.1,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oacoma,South-Dakota,,7.2,6.3,,,,6.3,,,,,,,,9.0,,,7.9,15.0,9.0,,,,9.0,,,,4.7,,,3.9,,9.9,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Des-Plaines,Illinois,,6.8,,2.9,,3.4,,,4.0,6.7,,,,,3.9,,,5.9,,5.5,,,3.0,3.2,3.7,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismarck,North-Dakota,,6.1,,3.3,,,,,,3.1,,3.5,,,4.4,,4.3,2.8,5.8,5.3,5.3,,,,,6.3,,,4.6,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,Texas,,7.1,,,4.8,4.9,4.9,,,,,4.9,,,5.4,11.2,6.1,,,,10.8,5.9,,,,6.7,,,,,4.8,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper-Marlboro,Maryland,,4.7,,,,15.1,3.3,,,6.3,,,,,,4.8,,5.5,4.1,,,,,,4.8,,,,5.2,,11.0,,,,,,,,,,4.2,,,,,5.5,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,5.2,,,,,,
Redding,California,,6.1,,4.0,,3.5,,,4.1,4.8,,,,,5.1,,3.8,4.0,,,8.1,3.9,,,5.0,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta,Georgia,2.7,7.5,,,,,,,,2.9,,,,,2.8,,3.4,,,,,,,2.6,,,,4.5,2.6,,,,,,,,3.1,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,
Norman,Oklahoma,,5.1,,,,,,,,4.5,4.4,,,,3.3,,,3.0,,3.7,,,,4.5,,,,2.8,3.9,4.7,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,4.2,,,
Indio,California,,,4.8,,,6.3,4.3,,4.4,,,6.4,,,10.7,,,4.7,4.7,,,,,,,,,,4.4,,3.2,,,,4.6,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsham,Maine,3.9,4.9,4.7,,4.0,,4.8,,,4.7,,,4.8,,2.4,,,,5.7,,3.8,2.5,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian,Michigan,,,4.0,,4.4,5.4,4.8,,,,,,5.5,4.4,5.3,,,,4.5,,,3.8,,5.9,,,,,5.5,,,,,,,,4.4,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,New-Mexico,,5.3,3.8,6.1,4.5,,9.5,,,,,6.8,,,,,,6.5,4.9,,4.7,4.9,,,,,,,7.2,,3.9,,,10.0,12.9,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,Georgia,,,4.0,,,,7.9,,,,,4.3,5.1,,4.5,,3.2,,,4.1,,,,3.7,,,3.5,,5.7,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel,Delaware,,,4.3,,4.3,,,5.1,,,,,,,5.0,,5.1,6.9,9.2,,5.2,,6.6,6.3,,,,,,,,,5.0,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,
Sweetwater,Texas,,4.8,4.5,,,4.5,5.9,,,,,7.2,6.5,,5.2,,,7.3,4.2,,5.0,,,,,5.0,,,6.4,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decatur,Illinois,,4.5,,,,,,,,4.0,4.0,,3.2,,4.5,,5.6,5.9,4.3,3.1,7.1,,,3.1,3.2,4.2,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland,Michigan,7.7,6.1,3.6,4.2,,5.9,6.2,,,3.2,,,4.9,,,,,,,3.9,,,,3.0,,,3.3,,4.7,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manassas,Virginia,,3.9,3.9,,,6.1,6.5,,,9.3,,3.8,,,3.0,,,4.7,3.5,,,,,3.7,,,,,9.7,,,,,,,,,,,,3.3,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick,Georgia,,3.8,3.5,4.3,,,,,4.2,,,5.0,4.0,,9.6,,4.9,,,3.6,6.1,4.0,,,,,,,,,,,,,,,,,4.7,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talladega,Alabama,,4.8,4.6,3.7,,,6.8,,,,,4.5,4.2,,,,4.2,4.1,6.2,,,,,,,4.2,,,5.9,,3.7,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkersburg,West-Virginia,,,4.8,4.2,5.0,6.7,4.4,,,,,7.5,6.9,,4.8,,4.4,4.9,4.4,3.8,,,,4.6,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
