city,state,Charges - Sewerage,Other,Parks and Recreation,Federal Intergovernmental - Other,Housing and Community Development,Miscellaneous - Fines and Forfeits,General Revenue - Other,Rents,Interest Earnings,Revenue - Water Utilities,State Intergovernmental - Water Utilities,Sewerage,Highways,General Local Government Support,Tax - General Sales and Gross Receipts,Property,Other Selective Sales,Public Utilities Sales,Occupation and Business License - Other,Other License,Documentary and Stock Transfer,Charges - Other,Federal Intergovernmental - Housing and Community Development,Local Intergovernmental - General Local Government Support,Miscellaneous - General Revenue - Other,Fines and Forfeits,Donations From Private Sources,State Intergovernmental - General Local Government Support,Transit Utilities,Education,Tax - Property,Sea and Inland Port Facilities,Regular Highways,Solid Waste Management,Miscellaneous Commercial Activities,Local Intergovernmental - Other,Special Assessments,Sale of Property,Revenue - Transit Utilities,State Intergovernmental - Other,Public Welfare,General Sales and Gross Receipts,Air Transportation,Parking Facilities,Federal Intergovernmental - Air Transportation,Health and Hospitals,Natural Resources,State Intergovernmental - Highways,Water Utilities,Individual Income,Corporation Net Income,Pari - mutuels Sales,Motor Vehicle License,Tobacco Products Sales,Amusements Sales,Public Utility License,Alcoholic Beverage License,Charges - Parks and Recreation,Elementary and Secondary Education - Other,Elementary and Secondary Education School Lunch,Local Intergovernmental - Education,Miscellaneous - Donations From Private Sources,Revenue - Electric Utilities,State Intergovernmental - Education,Alcoholic Beverage Sales,Miscellaneous - Interest Earnings,Gas Utilities,Charges - Solid Waste Management,Natural Resources - Other,Miscellaneous - Special Assessments,Miscellaneous - Rents,Charges - Air Transportation,Electric Utilities,Local Intergovernmental - Electric Utilities,Royalties,Charges - Miscellaneous Commercial Activities,Federal Intergovernmental - Transit Utilities,Local Intergovernmental - Housing and Community Development,Insurance Premiums Sales,Local Intergovernmental - Highways,Local Intergovernmental - Transit Utilities,State Intergovernmental - Transit Utilities,Federal Intergovernmental - General Local Government Support,Motor Fuels Sales,Local Intergovernmental - Water Utilities,Charges - Parking Facilities,Tax - Documentary and Stock Transfer,Federal Intergovernmental - Highways,State Intergovernmental - Sewerage,Amusements License,Hospital Public,Tax - Individual Income,Death and Gift,Elementary and Secondary Education School Tuition and Transportation,Revenue - Gas Utilities,Federal Intergovernmental - Health and Hospitals,Tax - Public Utilities Sales,Federal Intergovernmental - Public Welfare,Toll Highways,Charges - Housing and Community Development,Miscellaneous - Sale of Property,State Intergovernmental - Public Welfare,Charges - Hospital Public,Local Intergovernmental - Health and Hospitals,Employee Retirement - From Local Government,Local Employee Contribution,Interest Revenue,From Other Government,Property Sale Other,General Support,Public Utilities,Federal Intergovernmental - Water Utilities,Local Intergovernmental - Public Welfare,Federal Intergovernmental - Education,Tax - Other Selective Sales,Liquor Stores,Local Intergovernmental - Sewerage,Tax - Occupation and Business License - Other,Federal Intergovernmental - Natural Resources,Total General Sales,Federal Intergovernmental - Sewerage,Tax - Other,State Intergovernmental - Housing and Community Development,Revenue - Liquor Stores,Charges - Regular Highways,State Intergovernmental - Health and Hospitals,Corporation License,State Intergovernmental - Electric Utilities,Charges - Elementary and Secondary Education School Lunch,Motor Vehicle Operators License,Charges - Natural Resources - Other,Tax - Other License,Tax - Amusements Sales,Higher Education - Other,Higher Education Auxiliary Enterprises,Employee Retirement - Earnings on Investments (calculated),From Parent Local Government,Tax - Insurance Premiums Sales,Charges - Sea and Inland Port Facilities,Severance
Somerdale,New-Jersey,91.66,,,,2.37,36.88,,,0.73,,,,,,,,,,16.80,,,,,,,,,,,,1055.87,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,,,,,,,,,,,80.70,,,,,,,,24.65,,,,,,,,,,,,,,,,,,,
Wisconsin-Rapids,Wisconsin,339.41,8.23,3.01,23.17,,,21.29,4.71,0.00,,,10.51,67.35,,,,19.14,,22.71,12.32,,,,,,14.54,,247.08,12.66,25.95,669.56,,40.09,12.95,,49.35,18.11,12.21,,,,,5.91,,,,,,283.02,,,,,,,,,,,,,53.27,1520.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake-Orion,Michigan,205.39,40.45,,,,,,,10.66,329.57,,,85.29,,,,,,,,,,,,60.83,21.95,,96.58,,,619.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-Bedford,Massachusetts,230.95,116.84,0.42,88.95,41.18,,,,13.44,141.02,,52.47,48.57,249.23,,,25.53,,,23.41,,,,,40.11,0.20,6.63,,,,1338.78,,,0.40,1.97,,,,,,24.46,,9.34,12.43,,,,,2.71,,,,,,,,,,0.90,57.51,1.36,,,1895.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-Plainfield,New-Jersey,169.13,4.16,48.35,,,11.43,,,7.94,,,,,,,,3.66,15.59,,85.40,,,6.78,,,,,86.44,,,1544.86,,,,,,,,,,,,,5.99,,2.87,,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akron,Ohio,479.34,80.63,5.06,,,,109.88,21.22,6.83,175.00,,,,31.28,,123.82,,,,4.35,,,26.71,,,23.82,,,,,,,,80.96,,38.92,,,,,,,1.38,22.88,,4.92,,101.20,,,,,11.64,,,,,,,,,,,,,,,,,176.32,,,,,0.57,,,,,,,,,,,,,,,,,799.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New-Berlin,Illinois,112.53,3.75,,,,,1.50,,,220.56,,,25.51,,,,,,,15.75,,,,,,1.50,,209.30,,,283.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tye,Texas,,,,,,58.51,25.51,,6.00,339.08,,75.02,,,603.15,317.33,14.25,37.51,,1.50,,,,,,,19.50,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,Tennessee,562.80,15.56,3.13,,,,40.31,,36.50,,,,34.21,,,,42.86,25.92,38.48,16.84,,,,374.61,,7.17,27.29,144.60,36.49,,798.71,,,32.72,,,,8.38,,,,,23.68,16.70,,17.70,,,12.14,,,,2.25,,,,1.67,,,,,,3991.78,,45.78,,,,,,97.71,,11.91,,,,,,,,,,,,,,,,,,,,,,,66.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,Oregon,154.69,6.43,15.77,,0.94,,3.09,0.33,,174.40,,34.86,1.56,28.39,,,66.52,116.95,9.22,195.40,,,,,,25.36,0.61,,,,534.44,,2.90,,0.01,36.65,0.08,7.78,,,,,,8.92,,,,72.47,,,,,,,,,,,,,,,,,,317.41,,,,,,,,,,,,,,,,,,,,,,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa-City,Iowa,188.81,78.65,10.66,175.24,7.85,,,18.43,38.32,126.38,,,,20.59,,,14.73,22.10,,36.52,,,,,48.66,11.33,,,16.33,,785.11,,0.40,128.91,0.51,43.22,,37.99,,,,,,84.27,,,,112.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Angeles,Washington,,506.20,10.88,17.40,11.52,,,14.09,0.00,,,473.08,21.65,12.80,,223.05,44.98,,0.10,25.41,33.47,,,,104.21,0.35,7.42,,,,,,7.86,,4.30,88.44,3.11,,,150.03,,176.18,,,,0.44,,,296.21,,,,,,1.63,,,,,,,,1191.41,,,,,641.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick,Maryland,149.52,5.26,43.52,,0.73,,,8.61,14.89,217.32,,,26.49,0.60,,,1.79,,2.38,21.99,,,,,149.34,32.75,2.89,,,,776.37,,,2.05,,,,0.32,,42.87,,,13.08,61.00,43.69,,,,,122.09,,,,,4.83,15.71,,,,,,,,,,,,,,,,,,,,,,,,69.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield,Massachusetts,,75.85,16.65,145.12,103.03,,,,17.99,,,,25.56,289.88,,,19.58,,,59.60,,,,,59.02,2.53,13.33,,,43.08,1344.01,,,29.98,,,0.03,,,,9.11,,,,,,,,,,,,,,,,,,0.43,,1.37,,,2658.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.48,,,,,,,,,,,
Red-Bank,New-Jersey,,,,,,53.07,31.76,,2.84,573.71,,,3.26,,,,14.71,15.71,35.52,35.52,,,,,,,,,,,1575.46,,,,,,,3.09,,181.51,5.01,,,,,,,,,,,,,,,,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy,Illinois,113.14,1.18,7.81,,4.43,,,,5.23,154.05,,,26.33,,231.85,77.87,26.56,22.75,,12.44,,,,,31.34,9.89,,432.45,45.56,,,,,,,53.82,,,,,0.70,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glassboro,New-Jersey,325.46,76.55,,,1.68,,,5.57,3.35,289.83,,,11.39,,,,5.67,10.79,,19.96,,,117.66,,203.82,28.39,,134.96,,,674.93,,,,,,,0.64,,,,,,,,1.58,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22,,,,,,,,,,,,,,,,,,,,,,,
Waterville,Maine,,10.81,,,,,7.55,0.60,,,,,12.50,119.34,,,,11.35,0.85,4.17,,,,,,1.21,2.54,,,,1196.64,,,,,,,,,,3.80,,,,,,,,,,,,,,,,,,4.23,14.92,134.50,,,945.71,,16.25,,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison,Arkansas,125.15,64.22,42.20,,,38.53,18.27,,14.22,236.09,,,,26.15,286.01,122.40,,84.56,,2.29,,,,148.55,,,,,,,,,,,7.65,,,,,,,,,,,,,62.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulfport,Mississippi,,200.21,16.51,15.30,11.85,,,2.01,19.75,100.34,,287.30,7.49,,,,,48.78,,13.57,,,,,161.12,7.04,4.37,293.54,,,343.43,,,85.67,,,22.63,2.64,,,,,,,,,,,,,,,,,54.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergenfield,New-Jersey,,7.39,0.84,,,14.67,7.98,5.31,2.16,,,,5.45,,,,,12.22,,27.99,,5.86,2.78,,,,,72.53,,,1141.36,,,0.84,,5.20,,,,,,,,,,0.95,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicopee,Massachusetts,246.38,2.21,16.54,3.52,34.97,,,,8.22,,,,,244.11,,,44.90,,,18.54,,,,,307.26,3.85,2.14,,,,1619.34,,,22.28,,,,,,,7.89,,,,,,,,173.20,,,,,,,,,,1.11,43.85,17.94,,1096.18,1313.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaston,North-Carolina,,,,,,,,,,,,,39.22,,228.43,210.78,,,4.90,,,,,,39.22,,,71.57,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-Charleston,West-Virginia,956.17,0.75,134.31,,,,,,,,,,,,,448.74,37.52,69.89,,3.57,,,,,82.68,34.53,,5.40,,,,,,128.16,,62.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.73,,,,,,,,,,,,,,,,,,,,,,
Carson-City,Nevada,,10.48,25.90,,4.45,15.04,13.43,11.70,2.86,274.64,,250.29,33.34,,,,36.81,93.59,20.16,3.51,0.25,512.91,,,,,9.96,536.66,1.77,,524.14,,,87.74,2.83,45.44,,0.91,,,,146.92,86.02,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,127.19,,,,,,,65.54,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milton,Georgia,,1.16,3.86,58.18,0.83,12.83,3.46,2.58,0.08,,,,,2.65,,,1.67,57.47,16.42,15.89,,56.61,,215.45,,,0.58,,,,281.43,,2.63,,,,,0.13,,7.07,,,,,,,,,,,,,,,,,3.81,,,,,,,,7.53,,,,,,,,,,,,,,51.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council-Bluffs,Iowa,110.91,44.65,17.29,72.37,,,,11.63,8.35,201.69,,,124.30,48.79,,,44.56,112.34,,92.88,,,,,240.69,20.45,,,2.59,,771.48,,,0.05,,17.44,4.91,8.67,,141.75,,140.78,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throop,Pennsylvania,,16.43,43.38,,,,6.16,,,,,,29.77,0.77,,31.83,,,25.67,,8.47,,,,,2.31,1.54,,,,,,,,,2.82,,,,37.99,,,,,,,,,,,,,,,,9.24,,,,,,,,,,30.54,,959.96,,,,,,,,,,,,,,,,,,,,,,,,122.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton,Virginia,,203.40,125.28,,37.87,,,5.95,21.69,,,126.74,121.15,121.20,,,184.77,99.64,101.72,19.57,,,,,33.63,10.24,0.03,,,11.69,1257.29,,,,,,,0.87,,,35.42,112.21,,0.16,,,,,,,,,32.70,32.83,9.33,,,,0.97,15.53,36.73,,,1094.56,,,,159.01,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,71.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La-Grande,Oregon,236.59,24.83,16.89,,1.84,,,0.88,13.52,206.41,,,,,,,,1.25,,,,,,,90.57,5.29,,26.66,,,367.86,,,,,,1.03,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madras,Oregon,445.47,1.84,8.23,,,,,53.89,3.69,78.57,,,125.23,16.74,,,47.37,127.93,4.82,,,,,10.92,106.08,63.25,12.06,,,,228.48,,,,,,74.60,,,220.39,,,53.04,,193.59,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterbury,Connecticut,166.91,94.38,13.23,,,,,11.06,11.97,123.28,,5.41,,212.26,,,,,7.18,6.97,10.74,,20.30,,102.51,,,,,,2263.49,,,1.31,,,,,,,,,,11.10,,37.18,,,1.94,,,,,,,,,,1.81,5.03,3.41,,,1882.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,Maine,468.90,73.67,39.25,,21.37,,1.28,,,0.65,,,7.55,105.46,,,,,28.63,66.51,,,25.73,,,31.78,12.11,,,0.89,2747.96,8.08,,28.83,24.28,,,7.10,,,109.81,,345.78,93.97,,,,,,,,,,,,,,,1.16,6.46,37.59,,,394.59,,67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson-City,Tennessee,302.19,60.07,42.70,,1.85,,92.82,11.49,,,,,39.46,155.79,,,35.41,21.34,,11.51,,,,,,26.59,4.65,,21.12,0.46,772.05,,,198.49,,,0.01,5.55,,,,37.55,,,,,,,279.69,,,,,,,,1.57,,61.34,9.39,654.28,,3024.02,582.41,45.45,135.98,,,,,,,,,,,27.85,,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easthampton,Massachusetts,,26.71,2.08,,,,,,2.08,258.88,,,19.97,180.78,,,18.62,,,31.92,,47.35,41.84,,56.42,,8.52,,,13.54,1582.76,,,,,,4.10,,,,17.15,,,,,,,,,,,,,,,,,,4.90,22.48,46.07,,,604.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,,,,,,,,,,,,,,,181.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown,Delaware,260.08,,,,,,,,0.13,175.59,,,,7.14,,,,,28.96,,32.53,,,,28.30,18.78,,,,,206.53,,,,,,,,,,,,,,,,,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clovis,New-Mexico,,101.07,5.01,23.10,,,16.88,1.59,,,,87.35,,14.22,702.99,54.31,19.26,26.83,2.43,8.32,,,,,,5.43,0.68,,14.90,,,,,,,,1.20,,0.81,69.08,,,24.95,,,,,,,,,,3.81,,,,0.34,,,,,,,,,20.04,,132.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newark,California,,36.09,,,,,6.25,3.07,8.20,,,,,1.77,,,123.99,146.43,27.59,84.91,13.02,,2.36,,,17.46,0.02,,,,335.00,,4.62,2.71,,34.81,,,,,,255.18,,,,,,19.41,,,,,,,,,,56.99,,,,,,,,,,,,219.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honolulu,Hawaii,1201.01,24.92,87.06,,4.44,,,0.53,17.32,618.75,,,38.98,121.22,,,,214.68,0.62,50.88,,,240.51,,162.56,1.88,1.71,,0.05,,3172.12,,12.73,349.72,,2.42,43.31,1.29,,140.28,0.29,795.03,,22.13,,103.50,,,,,,,460.04,,,,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,138.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87,,,,,,,,,,
Corinth,Mississippi,,127.69,,,92.45,,5.53,,,,,250.76,0.97,,,,,32.68,,9.81,,,,,,43.05,,480.72,,,224.23,,,118.71,,,19.69,13.75,,,,,,,,,,,321.24,,,,,,,,,,,,,,,,,55.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.71,,,,,,,,12828.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lufkin,Texas,219.55,3.00,12.59,,,30.38,5.80,1.26,3.17,260.39,,,,3.31,378.92,303.73,32.87,68.04,0.11,9.19,,,,6.74,,,,,,,,,,184.00,,,0.31,2.48,,,,,,,,,,24.56,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,
Altus,Oklahoma,,1.25,27.43,,1.15,,,14.12,32.45,,,89.60,14.18,7.36,589.27,,15.87,14.61,,5.56,,,,,245.17,50.17,6.00,,,,,,,,,,,5.18,,30.70,,,12.60,,,,,,19.63,,,,,,,,,,,,,,1254.66,,,,,123.62,,,,,,,,,,,,,,,,,,,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,Pennsylvania,,125.47,,431.33,2.53,,,3.86,10.95,,,207.91,29.67,2.97,,370.63,118.91,,,37.94,156.11,,,,14.01,11.63,7.87,,,,,,10.30,0.84,,39.10,12.20,,,,202.43,252.83,1.41,,,,,,244.06,,280.75,,,,12.99,,,,,,,,,,,,,,,,,239.62,,,,,,,,,,,,,,,,,,,,1208.31,,,382.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.28,,,,,,,,,,,,,,
Seattle,Washington,531.11,42.24,99.08,,5.87,,,19.84,53.59,,,9.93,34.32,15.58,,,392.33,93.40,19.74,125.88,102.71,,31.76,,76.77,57.02,23.25,,,,774.36,,100.96,278.16,,19.00,29.66,13.82,,,3.74,372.79,,75.14,,,,,16.67,,,,88.30,,15.36,,,,,,,,1289.55,,,,,,,,,,60.72,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,65.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San-Angelo,Texas,147.48,52.42,12.64,,5.66,,10.39,13.54,5.08,297.43,,,1.52,2.08,,,26.81,46.57,,9.45,,,20.66,,,34.94,4.94,,,,347.86,,,10.10,2.94,,0.02,,,,,271.24,11.06,,,13.94,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.15,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,
Milwaukee,Wisconsin,138.97,29.30,7.83,61.50,0.04,,,4.17,58.95,134.85,,,47.09,,,,,,8.61,17.82,,,,,79.89,5.69,5.12,397.28,,,489.10,9.53,16.03,70.80,,72.72,3.59,3.21,,,,,,63.64,,1.44,,,,,,,,,,,,,,,,,,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacogdoches,Texas,233.39,2.55,5.66,,,31.12,4.14,0.15,3.62,274.45,20.87,,,1.46,,,22.20,75.07,2.74,5.69,,,,,,,7.24,,,,263.41,,,173.56,2.04,10.46,,7.94,,,,184.08,8.97,,,,,,0.36,,,,,,,,0.30,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill-Valley,California,422.26,73.01,211.38,18.23,,,2.31,61.15,34.79,,,,20.55,4.98,,,57.72,96.08,37.38,78.90,14.66,,,,,24.55,,,,,1204.08,,0.28,,,11.22,,,,45.30,,661.55,,,,,,,,,,,,,,,,,,,,69.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allentown,New-Jersey,396.06,5.63,,,,,12.96,,2.25,287.89,,,,75.49,,,,16.90,,9.58,,,,,,82.82,,,,,903.10,,,,,,,,,,,,,,,,,227.61,,,,,,,,,1.69,,,,,,,,,,,,,,97.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron,Missouri,178.05,,0.21,,,,7.05,,,,,,,,317.86,77.73,,96.28,2.28,3.94,,,,,,1.55,,,,,,,,31.71,,,,,,,,,11.50,,,,,41.14,251.94,,,,,5.18,,,,,,,,,816.25,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton,Georgia,101.35,1.39,13.48,,,58.11,3.72,,1.39,43.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15,,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward,Oklahoma,113.27,24.75,8.99,,,,59.90,,6.85,311.94,,,1.98,,1021.12,,54.20,,,2.56,,,,11.22,,36.88,0.83,60.97,,,,,,100.16,,,,,,,,,34.07,,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,91.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbondale,Colorado,173.09,51.03,11.74,,,,,1.45,2.90,179.62,,,,2.03,694.98,66.54,20.01,,17.25,0.58,,,,,29.72,9.13,0.87,,,,,,,,2.03,,,,,,,,,,,,,69.15,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76,,,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus,Nebraska,243.99,16.32,45.00,,1.87,,4.56,17.94,22.37,146.84,,0.72,,,304.63,183.91,,231.76,9.29,116.88,,,,10.35,,7.67,,,0.04,,,,,59.61,1.75,,16.15,4.05,,,3.37,,1.36,,,,5.84,141.77,8.44,,,,,,,1.66,,,,,,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,36.90,,,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami-Beach,Florida,,4.02,120.19,18.63,2.27,,80.13,,80.73,951.76,,321.44,9.83,32.81,,,12.31,1846.86,197.68,304.00,,,,,,27.41,1.36,114.65,,,1877.40,,0.32,112.37,,130.07,55.48,0.08,,,12.15,41.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.67,,,,,,,,25.09,,,,,,,549.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-George,Utah,153.42,1.29,112.80,,7.00,,,17.60,27.65,,,,,1.48,253.04,140.24,84.44,81.17,8.07,37.35,,,,,71.54,12.27,0.55,,4.89,,,,0.47,59.65,4.00,,,42.71,,,,,21.76,,,,,38.97,278.70,,,,,,,,,,,,,,731.10,,,,,,,,,,,,,,26.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scranton,Pennsylvania,209.22,4.47,0.64,,,5.66,0.01,,2.60,,,,29.14,0.97,,,,,128.70,,50.50,,,,,,0.03,,,,444.07,,2.84,86.60,,30.63,,,,76.62,,,,0.08,,,,,,346.81,,,,,4.55,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
